"id","name","category","description","start_date"
1117,Mazda,C1,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1584939685000
1118,Audi,C2,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1579201841000
1119,BWM,C3,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1592147845000
1120,Mercedes-Benz,C4,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1587575237000
1121,Toyota,C6,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1579399451000
1122,Audi,C7,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1586250433000
1123,VW,C1,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1592556889000
1124,Toyota,C2,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1590093105000
1125,Renault,C3,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1589765676000
1126,Toyota,C4,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1578066611000
1127,Renault,C6,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1581376260000
1128,VW,C7,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1586173268000
1129,Audi,C1,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1588365209000
1130,Toyota,C2,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1579846023000
1131,VW,C3,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1587770668000
1132,Mercedes-Benz,C4,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1584463677000
1133,Mercedes-Benz,C6,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1589029549000
1134,Mercedes-Benz,C7,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1586619501000
1135,Mazda,C1,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1583916682000
1136,BWM,C2,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1592406195000
1137,Audi,C3,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1582612831000
1138,Toyota,C4,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1578845519000
1139,Renault,C6,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1581994918000
1140,Renault,C7,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1580609733000
1141,VW,C1,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1589723724000
1142,Toyota,C2,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1584987905000
1143,Mercedes-Benz,C3,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1588541069000
1144,Mercedes-Benz,C4,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1586133319000
1145,Fiat,C6,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1583975638000
1146,Mercedes-Benz,C7,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1587404148000
1147,Audi,C7,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1579556720000
1148,Audi,C1,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1579760391000
1149,Renault,C2,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1579566655000
1150,Mazda,C3,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1581029161000
1151,Toyota,C4,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1581401468000
1152,Fiat,C6,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1582577902000
1153,Audi,C7,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1581489685000
1154,Renault,C1,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1590455513000
1155,Audi,C2,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1584817165000
1156,Toyota,C3,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1587924130000
1157,Renault,C4,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1583262531000
1158,BWM,C6,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1579450817000
1159,Toyota,C7,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1590602115000
1160,Mercedes-Benz,C1,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1587475419000
1161,Toyota,C2,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1582604329000
1162,Mazda,C3,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1585062245000
1163,Audi,C4,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1579872177000
1164,Audi,C6,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1579703905000
1165,Fiat,C7,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1586810031000
1166,VW,C1,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1588349432000
1167,Mercedes-Benz,C2,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1587274684000
1168,Renault,C3,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1584262590000
1169,Toyota,C4,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1589874316000
1170,Mercedes-Benz,C6,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1582824932000
1171,VW,C7,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1592742960000
1172,Toyota,C1,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1588974328000
1173,Toyota,C2,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1584463888000
1174,Mercedes-Benz,C3,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1580758142000
1175,VW,C4,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1588446659000
1176,Audi,C6,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1586502660000
1177,VW,C7,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1584914722000
1178,BWM,C1,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1585431614000
1179,VW,C2,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1589332077000
1180,Mercedes-Benz,C3,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1592042076000
1181,Renault,C4,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1587287849000
1182,Mercedes-Benz,C6,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1591482588000
1183,Mercedes-Benz,C7,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1592771196000
1184,Toyota,C1,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1587853973000
1185,VW,C2,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1582160642000
1186,Fiat,C3,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1588729214000
1187,Mercedes-Benz,C4,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1587220044000
1188,BWM,C6,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1592576104000
1189,Toyota,C7,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1584844613000
1190,Renault,C1,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1584564549000
1191,VW,C2,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1591697171000
1192,Renault,C3,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1587281446000
1193,BWM,C4,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1586328197000
1194,Mercedes-Benz,C6,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1585216133000
1195,Toyota,C7,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1590056868000
1196,Mercedes-Benz,C1,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1583307343000
1197,Mazda,C2,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1581455668000
1198,Audi,C3,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1583322047000
1199,Audi,C4,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1590039771000
1200,Renault,C6,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1578752099000
1201,Renault,C7,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1583314000000
1202,Toyota,C1,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1589626113000
1203,VW,C2,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1584791154000
1204,Toyota,C3,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1586988806000
1205,VW,C4,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1587975702000
1206,Audi,C6,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1578655585000
1207,Mazda,C7,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1589265779000
1208,BWM,C1,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1582870964000
1209,Renault,C2,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1578693222000
1210,VW,C3,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1580064535000
1211,Mercedes-Benz,C4,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1587481871000
1212,Mazda,C6,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1589766389000
1213,Audi,C7,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1578110193000
1214,Toyota,C1,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1584791907000
1215,Mazda,C2,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1578174407000
1216,Fiat,C3,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1592469612000
1217,Mercedes-Benz,C4,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1583771127000
1218,Mazda,C6,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1583248561000
1219,Mercedes-Benz,C7,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1584562818000
1220,Fiat,C1,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1586277853000
1221,VW,C2,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1591970016000
1222,Mazda,C3,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1585175429000
1223,Mazda,C4,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1590567014000
1224,Mercedes-Benz,C6,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1593078861000
1225,Renault,C7,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1578141055000
1226,Renault,C1,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1588742438000
1227,Fiat,C2,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1586572277000
1228,Toyota,C3,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1584414446000
1229,VW,C4,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1580531181000
1230,Fiat,C6,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1586108540000
1231,Renault,C7,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1584642963000
1232,Toyota,C1,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1586168537000
1233,Audi,C2,"New to yoga? This is a perfect place to start. \""Yoga Basics\"" is designed to strengthen and stretch your entire body with flowing yoga sessions. Your dedicated yoga instructor will carefully guide you through each asana movement. Leave each yoga workout feeling calm and more centered.",1590541854000
